"lat","lon","frc","current_speed","free_flow_speed","current_travel_time","free_flow_travel_time","confidence","road_closure","all_lat_lon","date","frc_name","street.url","address_id","street_num","street_name","quadrant","anc","police_service_area","ward","neighborhood_cluster","police_district","police_sector","census_tract","voter_precinct","single_member_district","zip_code","roadway_id","residential_type"
"38.92270069","-76.97439223","FRC2","34","34","101","101","1","false","38.925726, -76.966034, 38.925441, -76.966364, 38.925351, -76.966469, 38.925259, -76.966576, 38.925217, -76.966638, 38.925085, -76.966810, 38.924704, -76.967296, 38.923973, -76.968137, 38.923747, -76.968382, 38.923679, -76.968452, 38.923599, -76.968534, 38.923484, -76.968638, 38.923378, -76.968740, 38.923221, -76.968877, 38.922905, -76.969168, 38.922814, -76.969253, 38.922731, -76.969329, 38.922359, -76.969638, 38.922023, -76.969917, 38.921819, -76.970085, 38.921333, -76.970483, 38.921157, -76.970624, 38.921081, -76.970684, 38.920800, -76.970909, 38.920680, -76.971007, 38.920543, -76.971132, 38.920322, -76.971312, 38.920096, -76.971497, 38.919868, -76.971685, 38.919620, -76.971890, 38.919490, -76.971907, 38.919603, -76.971813, 38.919313, -76.972059, 38.919265, -76.972097, 38.918987, -76.972335",2020-11-05 18:00:00,"other major road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=2549+22ND+ST+NE",46529,2504,"22ND STREET","NE","ANC 5C","Police Service Area 503","Ward 5","Cluster 22","Police District - Fifth District","Police Sector 5D2","11100","Precinct 72","SMD 5C02",20018,11047,"RESIDENTIAL"
"38.92302981","-76.95122807","FRC1","87","87","33","33","1","false","38.919677, -76.946715, 38.919752, -76.947185, 38.919798, -76.947428, 38.919837, -76.947661, 38.920029, -76.948787, 38.920219, -76.949931, 38.920248, -76.950121, 38.920280, -76.950352, 38.920310, -76.950612, 38.920332, -76.950843, 38.920347, -76.951090, 38.920355, -76.951284, 38.920360, -76.951503, 38.920355, -76.951736, 38.920352, -76.951900, 38.920341, -76.952077, 38.920322, -76.952322, 38.920302, -76.952506, 38.920273, -76.952752, 38.920240, -76.952974, 38.920211, -76.953156, 38.920178, -76.953341, 38.920139, -76.953515, 38.920092, -76.953701, 38.920040, -76.953894, 38.919985, -76.954073, 38.919932, -76.954231, 38.919872, -76.954389, 38.919821, -76.954516, 38.919762, -76.954663, 38.919697, -76.954806, 38.919616, -76.954984, 38.919514, -76.955205, 38.919384, -76.955463, 38.919257, -76.955727",2020-11-05 18:00:00,"major road, less important than a motorway","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3849+HANSBERRY+CT+NE",309582,3800,"HANSBERRY COURT","NE","ANC 5C","Police Service Area 503","Ward 5","Cluster 24","Police District - Fifth District","Police Sector 5D2","9000","Precinct 139","SMD 5C03",20018,38693,"RESIDENTIAL"
"38.92651717","-76.98625513","FRC2","22","40","38","21","1","false","38.926410, -76.983786, 38.926256, -76.984100, 38.926132, -76.984356, 38.926020, -76.984587, 38.925910, -76.984811, 38.925610, -76.985428, 38.925552, -76.985546, 38.925480, -76.985699, 38.925428, -76.985812, 38.925401, -76.985878, 38.925313, -76.986091",2020-11-05 18:00:00,"other major road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=1349+GIRARD+ST+NE",66250,1349,"GIRARD STREET","NE","ANC 5B","Police Service Area 504","Ward 5","Cluster 22","Police District - Fifth District","Police Sector 5D2","9302","Precinct 73","SMD 5B03",20017,807,"RESIDENTIAL"
"38.92690029","-76.99934195","FRC4","37","37","9","9","1","false","38.930321, -77.002719, 38.930427, -77.002538, 38.930478, -77.002440, 38.930550, -77.002295, 38.930625, -77.002149, 38.930789, -77.001829",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=2849+CHANCELLOR'S+WAY+NE",310304,2849,"CHANCELLOR'S WAY","NE","ANC 5E","Police Service Area 502","Ward 5","Cluster 21","Police District - Fifth District","Police Sector 5D1","9201","Precinct 74","SMD 5E01",20017,39970,"RESIDENTIAL"
"38.92804042","-77.05556733","FRC3","26","32","134","109","1","false","38.933297, -77.057947, 38.933052, -77.057810, 38.932817, -77.057679, 38.932360, -77.057413, 38.932095, -77.057256, 38.931479, -77.056889, 38.931423, -77.056856, 38.931188, -77.056712, 38.931005, -77.056601, 38.930688, -77.056428, 38.930513, -77.056325, 38.930474, -77.056302, 38.930280, -77.056194, 38.929668, -77.055832, 38.929296, -77.055611, 38.929180, -77.055542, 38.928825, -77.055334, 38.928774, -77.055304, 38.928485, -77.055135, 38.927885, -77.054792, 38.926334, -77.053898, 38.926109, -77.053764, 38.926003, -77.053701, 38.925935, -77.053660, 38.925736, -77.053543, 38.925679, -77.053510, 38.925633, -77.053484, 38.925320, -77.053307",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=2853+27TH+ST+NW",220078,2850,"27TH STREET","NW","ANC 3C","Police Service Area 204","Ward 3","Cluster 15","Police District - Second District","Police Sector 2D2","502","Precinct 26","SMD 3C03",20008,18398,"NON RESIDENTIAL"
"38.93216135","-76.96141699","FRC2","24","33","136","99","1","false","38.931385, -76.958455, 38.931265, -76.958643, 38.931186, -76.958761, 38.930964, -76.959102, 38.930775, -76.959380, 38.930698, -76.959487, 38.930441, -76.959851, 38.930215, -76.960182, 38.930140, -76.960291, 38.929871, -76.960685, 38.929693, -76.960956, 38.929554, -76.961163, 38.929491, -76.961258, 38.929441, -76.961334, 38.929412, -76.961376, 38.929318, -76.961515, 38.929244, -76.961619, 38.929176, -76.961714, 38.928995, -76.961959, 38.928942, -76.962030, 38.928726, -76.962321, 38.928532, -76.962538, 38.927984, -76.963203, 38.927852, -76.963374, 38.927714, -76.963553, 38.927639, -76.963644, 38.927503, -76.963810, 38.927163, -76.964226, 38.926994, -76.964434, 38.926341, -76.965234, 38.926145, -76.965470, 38.926039, -76.965617, 38.925868, -76.965854, 38.925812, -76.965935, 38.925725, -76.966035",2020-11-05 18:00:00,"other major road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3203+CHESTNUT+ST+NW",38890,3203,"CHESTNUT STREET","NE","ANC 5C","Police Service Area 503","Ward 5","Cluster 24","Police District - Fifth District","Police Sector 5D2","11100","Precinct 71","SMD 5C02",20018,10692,"RESIDENTIAL"
"38.9326491","-77.03055251","FRC4","20","20","108","108","0.99","false","38.935119, -77.025259, 38.934681, -77.025584, 38.934062, -77.026042, 38.933916, -77.026154, 38.933787, -77.026252, 38.933502, -77.026470, 38.933380, -77.026569, 38.933191, -77.026716, 38.933132, -77.026761, 38.933032, -77.026830, 38.932972, -77.026856, 38.932932, -77.026867, 38.932889, -77.026874, 38.932806, -77.026869, 38.932752, -77.026866, 38.932727, -77.026952, 38.932706, -77.026993, 38.932684, -77.027031, 38.932646, -77.027070, 38.932613, -77.027101, 38.932532, -77.027164, 38.932395, -77.027267, 38.932263, -77.027374, 38.932191, -77.027430, 38.932143, -77.027483, 38.932104, -77.027532, 38.932059, -77.027598, 38.931988, -77.027709, 38.931896, -77.028003, 38.931816, -77.028274, 38.931718, -77.028549, 38.931328, -77.029710",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3424+HOLMEAD+PL+NW",242943,3423,"HOLMEAD PL","NW","ANC 1A","Police Service Area 408","Ward 1","Cluster 2","Police District - Fourth District","Police Sector 4D3","2900","Precinct 42","SMD 1A04",20010,9422,"NON RESIDENTIAL"
"38.93448921","-77.06199505","FRC3","24","33","60","44","1","false","38.936601, -77.059863, 38.935939, -77.059480, 38.935346, -77.059139, 38.934683, -77.058750, 38.934330, -77.058541, 38.934200, -77.058465, 38.933911, -77.058301, 38.933291, -77.057943",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3199+NEWARK+ST+NW",221129,3100,"NEWARK STREET","NW","ANC 3C","Police Service Area 203","Ward 3","Cluster 15","Police District - Second District","Police Sector 2D1","600","Precinct 27","SMD 3C09",20008,5427,"RESIDENTIAL"
"38.93530588","-76.97539807","FRC4","38","38","35","35","1","false","38.933126, -76.973472, 38.933276, -76.973627, 38.933423, -76.973780, 38.933549, -76.973911, 38.933622, -76.973990, 38.933813, -76.974181, 38.934001, -76.974383, 38.934107, -76.974497, 38.934255, -76.974650, 38.934437, -76.974838, 38.935090, -76.975510, 38.935228, -76.975656, 38.935519, -76.975963, 38.935613, -76.976061, 38.935656, -76.976108, 38.935770, -76.976227",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3749+SOUTH DAKOTA+AVE+NE",31975,3701,"SOUTH DAKOTA AVE","NE","ANC 5C","Police Service Area 503","Ward 5","Cluster 24","Police District - Fifth District","Police Sector 5D2","9400","Precinct 69","SMD 5C01",20018,11656,"RESIDENTIAL"
"38.93705999","-77.07658827","FRC4","24","24","14","14","1","false","38.938080, -77.074232, 38.937642, -77.073991, 38.937455, -77.073885, 38.937378, -77.073846, 38.937277, -77.073794",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3889+PORTER+ST+NW",223351,3880,"PORTER STREET","NW","ANC 3C","Police Service Area 204","Ward 3","Cluster 14","Police District - Second District","Police Sector 2D2","1002","Precinct 29","SMD 3C06",20016,9584,"RESIDENTIAL"
"38.94087711","-76.97387183","FRC4","38","38","67","67","1","false","38.935770, -76.976227, 38.935921, -76.976383, 38.936116, -76.976581, 38.936228, -76.976696, 38.936530, -76.977020, 38.936622, -76.977118, 38.936876, -76.977363, 38.937099, -76.977592, 38.937213, -76.977716, 38.937363, -76.977875, 38.937563, -76.978087, 38.937766, -76.978302, 38.937875, -76.978416, 38.938197, -76.978756, 38.938239, -76.978802, 38.938280, -76.978846, 38.938299, -76.978866, 38.938814, -76.979399, 38.939020, -76.979612, 38.939169, -76.979768, 38.939204, -76.979802, 38.939505, -76.980114, 38.939794, -76.980417, 38.940131, -76.980768, 38.940331, -76.980975, 38.940581, -76.981236, 38.940724, -76.981384",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=2249+TAYLOR+ST+NE",50771,2200,"TAYLOR STREET","NE","ANC 5B","Police Service Area 503","Ward 5","Cluster 20","Police District - Fifth District","Police Sector 5D2","9400","Precinct 69","SMD 5B01",20018,10749,"RESIDENTIAL"
"38.94109773","-77.02205415","FRC4","17","28","51","31","1","false","38.942024, -77.020142, 38.941239, -77.020713, 38.940905, -77.020952, 38.940858, -77.020986, 38.940796, -77.021033, 38.940728, -77.021084, 38.940467, -77.021277, 38.940288, -77.021412, 38.940125, -77.021532",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=709+TAYLOR+ST+NE",249737,709,"TAYLOR STREET","NW","ANC 4C","Police Service Area 407","Ward 4","Cluster 18","Police District - Fourth District","Police Sector 4D2","2400","Precinct 45","SMD 4C08",20011,10524,"RESIDENTIAL"
"38.9414822","-77.09134455","FRC4","45","45","21","21","1","false","38.943178, -77.093104, 38.942848, -77.092622, 38.942281, -77.091862, 38.941906, -77.091354, 38.941535, -77.090850",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=4666+MASSACHUSETTS+AVE+NW",301549,4600,"MASSACHUSETTS AVENUE","NW","ANC 3D","Police Service Area 205","Ward 3","Cluster 13","Police District - Second District","Police Sector 2D2","901","Precinct 9","SMD 3D02",20016,8490,"RESIDENTIAL"
"38.94275586","-76.98259041","FRC4","28","37","94","71","1","false","38.946392, -76.977716, 38.946363, -76.977784, 38.946331, -76.977851, 38.946300, -76.977907, 38.946257, -76.977971, 38.946221, -76.978020, 38.946186, -76.978060, 38.946083, -76.978176, 38.945982, -76.978276, 38.945903, -76.978346, 38.945894, -76.978354, 38.945804, -76.978437, 38.945497, -76.978683, 38.945266, -76.978865, 38.944952, -76.979098, 38.944603, -76.979356, 38.944546, -76.979397, 38.944236, -76.979627, 38.943732, -76.979986, 38.943429, -76.980216, 38.943222, -76.980380, 38.943075, -76.980503, 38.942998, -76.980574, 38.942940, -76.980639, 38.942922, -76.980663, 38.942885, -76.980718, 38.942844, -76.980780, 38.942766, -76.980920, 38.942727, -76.981009, 38.942695, -76.981071, 38.942643, -76.981211, 38.942606, -76.981342, 38.942582, -76.981475, 38.942566, -76.981626, 38.942561, -76.981803, 38.942556, -76.982186, 38.942557, -76.982524, 38.942557, -76.982666, 38.942558, -76.982833, 38.942560, -76.983322, 38.942556, -76.983662",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=1610+MICHIGAN+AVE+NE",59983,1612,"MICHIGAN AVENUE","NE","ANC 5B","Police Service Area 405","Ward 5","Cluster 20","Police District - Fourth District","Police Sector 4D2","9503","Precinct 67","SMD 5B01",20017,7890,"RESIDENTIAL"
"38.94339979","-77.0859987","FRC4","38","38","62","62","1","false","38.943167, -77.081409, 38.942860, -77.081686, 38.942750, -77.081785, 38.942510, -77.081991, 38.942366, -77.082109, 38.941426, -77.082893, 38.941247, -77.083037, 38.941066, -77.083200, 38.941048, -77.083215, 38.940895, -77.083350, 38.940709, -77.083513, 38.940666, -77.083552, 38.940640, -77.083573, 38.940206, -77.083946, 38.940062, -77.084060, 38.939652, -77.084415, 38.939590, -77.084465, 38.939550, -77.084500, 38.939444, -77.084590, 38.939297, -77.084718, 38.938845, -77.085111, 38.938724, -77.085213, 38.938479, -77.085421, 38.938440, -77.085514, 38.938267, -77.085675",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=4201+44TH+ST+NW",265545,4201,"44TH STREET","NW","ANC 3E","Police Service Area 202","Ward 3","Cluster 11","Police District - Second District","Police Sector 2D1","1001","Precinct 30","SMD 3E05",20016,14686,"RESIDENTIAL"
"38.9438055","-77.03477494","FRC3","44","44","79","79","1","false","38.941855, -77.035685, 38.941983, -77.035682, 38.942032, -77.035681, 38.942584, -77.035678, 38.942934, -77.035667, 38.943697, -77.035677, 38.944000, -77.035676, 38.944681, -77.035674, 38.944807, -77.035673, 38.945064, -77.035670, 38.945837, -77.035676, 38.946057, -77.035676, 38.946124, -77.035673, 38.946518, -77.035676, 38.947105, -77.035677, 38.947200, -77.035677, 38.947305, -77.035680, 38.947865, -77.035676, 38.947940, -77.035676, 38.948259, -77.035669, 38.948777, -77.035672, 38.948923, -77.035673, 38.949717, -77.035677, 38.950329, -77.035677, 38.950396, -77.035677, 38.950558, -77.035677",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=1549+WEBSTER+ST+NW",259256,1500,"WEBSTER STREET","NW","ANC 4C","Police Service Area 404","Ward 4","Cluster 18","Police District - Fourth District","Police Sector 4D3","2501","Precinct 48","SMD 4C03",20011,3641,"RESIDENTIAL"
"38.94447706","-77.09642892","FRC4","40","40","80","80","1","false","38.948680, -77.100628, 38.948573, -77.100488, 38.948491, -77.100383, 38.947931, -77.099613, 38.947430, -77.098915, 38.947118, -77.098505, 38.946395, -77.097510, 38.946261, -77.097331, 38.946010, -77.096987, 38.945932, -77.096949, 38.945915, -77.096925, 38.945898, -77.096900, 38.945810, -77.096778, 38.945682, -77.096602, 38.945566, -77.096446, 38.945391, -77.096210, 38.945226, -77.095972, 38.945160, -77.095880, 38.944597, -77.095123, 38.944552, -77.095062, 38.944371, -77.094838, 38.944251, -77.094660, 38.944247, -77.094655, 38.944225, -77.094533, 38.943891, -77.094081, 38.943485, -77.093525, 38.943178, -77.093104",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=4324+FORDHAM+RD+NW",284864,4300,"FORDHAM ROAD","NW","ANC 3D","Police Service Area 205","Ward 3","Cluster 13","Police District - Second District","Police Sector 2D2","901","Precinct 9","SMD 3D03",20016,6072,"NON RESIDENTIAL"
"38.94699015","-77.03524392","FRC3","44","44","79","79","1","false","38.941855, -77.035685, 38.941983, -77.035682, 38.942032, -77.035681, 38.942584, -77.035678, 38.942934, -77.035667, 38.943697, -77.035677, 38.944000, -77.035676, 38.944681, -77.035674, 38.944807, -77.035673, 38.945064, -77.035670, 38.945837, -77.035676, 38.946057, -77.035676, 38.946124, -77.035673, 38.946518, -77.035676, 38.947105, -77.035677, 38.947200, -77.035677, 38.947305, -77.035680, 38.947865, -77.035676, 38.947940, -77.035676, 38.948259, -77.035669, 38.948777, -77.035672, 38.948923, -77.035673, 38.949717, -77.035677, 38.950329, -77.035677, 38.950396, -77.035677, 38.950558, -77.035677",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=1506+CRITTENDEN+ST+NW",255613,1506,"CRITTENDEN STREET","NW","ANC 4C","Police Service Area 404","Ward 4","Cluster 18","Police District - Fourth District","Police Sector 4D3","2501","Precinct 48","SMD 4C03",20011,14933,"RESIDENTIAL"
"38.94936608","-77.09991853","FRC4","38","38","10","10","1","false","38.949183, -77.100592, 38.949502, -77.100176, 38.949602, -77.100055, 38.949696, -77.099929, 38.949740, -77.099877, 38.949875, -77.099707",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=4515+WESTERN+AVE+NW",269321,4513,"WESTERN AVENUE","NW","ANC 3E","Police Service Area 202","Ward 3","Cluster 11","Police District - Second District","Police Sector 2D1","1001","Precinct 31","SMD 3E02",20016,6206,"RESIDENTIAL"
"38.95077202","-77.03693299","FRC3","51","51","10","10","1","false","38.951858, -77.037159, 38.951347, -77.037162, 38.951180, -77.037159, 38.951065, -77.037156, 38.950813, -77.037156, 38.950550, -77.037153, 38.950544, -77.037153",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=4949+16TH+ST+NW",258782,4900,"16TH STREET","NW","ANC 4A","Police Service Area 404","Ward 4","Cluster 18","Police District - Fourth District","Police Sector 4D3","2600","Precinct 48","SMD 4A08",20011,7368,"RESIDENTIAL"
"38.95094152","-76.99821797","FRC4","27","35","128","99","1","false","38.956802, -77.002308, 38.956754, -77.002242, 38.956624, -77.002069, 38.956588, -77.002019, 38.956439, -77.001814, 38.956152, -77.001452, 38.955912, -77.001135, 38.955609, -77.000733, 38.955472, -77.000549, 38.955354, -77.000405, 38.955339, -77.000354, 38.955311, -77.000319, 38.955275, -77.000265, 38.955210, -77.000168, 38.955039, -76.999942, 38.954705, -76.999511, 38.954180, -76.998831, 38.953958, -76.998544, 38.953649, -76.998146, 38.953376, -76.997791, 38.952937, -76.997223, 38.952615, -76.996809, 38.952482, -76.996631, 38.952275, -76.996365, 38.951982, -76.995988, 38.951933, -76.995921, 38.951581, -76.995450, 38.951161, -76.994915, 38.951090, -76.994823, 38.950734, -76.994360",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=5036+6TH+PL+NE",14390,5036,"6TH PLACE","NE","ANC 5A","Police Service Area 405","Ward 5","Cluster 20","Police District - Fourth District","Police Sector 4D2","9509","Precinct 66","SMD 5A08",20017,1827,"RESIDENTIAL"
"38.95355603","-77.06238347","FRC3","18","31","154","89","1","false","38.949902, -77.066084, 38.950939, -77.066692, 38.951654, -77.067102, 38.952312, -77.067489, 38.953218, -77.068019, 38.953528, -77.068200, 38.953906, -77.068431, 38.954210, -77.068615, 38.954533, -77.068801, 38.954758, -77.068930, 38.954900, -77.069011, 38.955045, -77.069089, 38.955182, -77.069167, 38.955294, -77.069231, 38.955361, -77.069270, 38.955903, -77.069582, 38.956068, -77.069682, 38.956246, -77.069792",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3038+ELLICOTT+ST+NW",223029,3033,"ELLICOTT STREET","NW","ANC 3F","Police Service Area 203","Ward 3","Cluster 12","Police District - Second District","Police Sector 2D1","1301","Precinct 138","SMD 3F03",20008,7408,"RESIDENTIAL"
"38.95415886","-77.02002203","FRC4","16","31","158","81","1","false","38.959154, -77.022435, 38.959035, -77.022081, 38.958799, -77.021387, 38.958719, -77.021149, 38.958677, -77.021027, 38.958578, -77.020703, 38.958457, -77.020312, 38.958386, -77.020097, 38.958342, -77.019939, 38.958208, -77.019526, 38.958023, -77.018956, 38.957703, -77.018016, 38.957646, -77.017840, 38.957447, -77.017233, 38.957395, -77.017078, 38.957188, -77.016440, 38.957084, -77.016124, 38.956992, -77.015841, 38.956947, -77.015688, 38.956896, -77.015642, 38.956889, -77.015631, 38.956803, -77.015355, 38.956671, -77.014980",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=5249+5TH+ST+NW",246888,5240,"5TH STREET","NW","ANC 4D","Police Service Area 403","Ward 4","Cluster 18","Police District - Fourth District","Police Sector 4D1","2101","Precinct 56","SMD 4D03",20011,12131,"RESIDENTIAL"
"38.95709875","-77.01543166","FRC4","39","39","64","64","1","false","38.956724, -77.014939, 38.956770, -77.015074, 38.956952, -77.015622, 38.956947, -77.015688, 38.956992, -77.015841, 38.957084, -77.016124, 38.957188, -77.016440, 38.957395, -77.017078, 38.957447, -77.017233, 38.957646, -77.017840, 38.957703, -77.018016, 38.958023, -77.018956, 38.958208, -77.019526, 38.958342, -77.019939, 38.958386, -77.020097, 38.958457, -77.020312, 38.958578, -77.020703, 38.958677, -77.021027, 38.958719, -77.021149, 38.958799, -77.021387, 38.959035, -77.022081, 38.959154, -77.022435",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=244+MISSOURI+AVE+NW",244869,241,"MISSOURI AVENUE","NW","ANC 4B","Police Service Area 406","Ward 4","Cluster 17","Police District - Fourth District","Police Sector 4D2","2102","Precinct 57","SMD 4B06",20011,11252,"RESIDENTIAL"
"38.95727524","-77.07529264","FRC3","32","32","73","73","1","false","38.960818, -77.073957, 38.960474, -77.073761, 38.960199, -77.073603, 38.960086, -77.073538, 38.959454, -77.073162, 38.959099, -77.072958, 38.958788, -77.072782, 38.958580, -77.072657, 38.958156, -77.072405, 38.957858, -77.072224, 38.957474, -77.071990, 38.957006, -77.071733, 38.956226, -77.071283, 38.955793, -77.071035, 38.955610, -77.070923, 38.955452, -77.070828",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=5269+RENO+RD+NW",263668,5200,"RENO RD","NW","ANC 3E","Police Service Area 202","Ward 3","Cluster 11","Police District - Second District","Police Sector 2D1","1100","Precinct 32","SMD 3E04",20015,4975,"RESIDENTIAL"
"38.95876124","-77.0331275","FRC3","41","41","60","60","1","false","38.956212, -77.035661, 38.956385, -77.035663, 38.956443, -77.035663, 38.956479, -77.035663, 38.956636, -77.035661, 38.956683, -77.035661, 38.957190, -77.035653, 38.957270, -77.035653, 38.957380, -77.035650, 38.957848, -77.035651, 38.958216, -77.035650, 38.958335, -77.035649, 38.958518, -77.035650, 38.958615, -77.035651, 38.958940, -77.035650, 38.959082, -77.035649, 38.959269, -77.035646, 38.959927, -77.035650, 38.960209, -77.035646, 38.960575, -77.035642, 38.960798, -77.035638, 38.961023, -77.035637, 38.961143, -77.035637, 38.961524, -77.035634, 38.962154, -77.035633, 38.962406, -77.035640",2020-11-05 18:00:00,"secondary road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=5705+14TH+ST+NW",257800,5705,"14TH ST","NW","ANC 4A","Police Service Area 403","Ward 4","Cluster 18","Police District - Fourth District","Police Sector 4D1","2001","Precinct 53","SMD 4A06",20011,10856,"RESIDENTIAL"
"38.96327296","-77.06958434","FRC4","24","30","53","42","1","false","38.961027, -77.069195, 38.961031, -77.069368, 38.961031, -77.069626, 38.961031, -77.069978, 38.961024, -77.070850, 38.961027, -77.071204, 38.961033, -77.071967, 38.961033, -77.072005, 38.961035, -77.072097, 38.961035, -77.072192, 38.961033, -77.072785, 38.961033, -77.072948, 38.961035, -77.073330",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=5560+NEVADA+AVE+NW",263083,5501,"NEVADA AVENUE","NW","ANC 3G","Police Service Area 201","Ward 3","Cluster 10","Police District - Second District","Police Sector 2D1","1401","Precinct 50","SMD 3G05",20015,549,"RESIDENTIAL"
"38.96382968","-77.06788549","FRC4","42","42","22","22","1","false","38.961018, -77.066217, 38.961035, -77.066577, 38.961032, -77.067047, 38.961037, -77.068306, 38.961031, -77.068797, 38.961028, -77.068978, 38.961027, -77.069195",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=3499+MORRISON+ST+NW",263078,3400,"MORRISON STREET","NW","ANC 3G","Police Service Area 201","Ward 3","Cluster 10","Police District - Second District","Police Sector 2D1","1401","Precinct 50","SMD 3G05",20015,12273,"RESIDENTIAL"
"38.9651097","-77.02398543","FRC2","25","25","77","77","1","false","38.962637, -77.026854, 38.962753, -77.026846, 38.962895, -77.026838, 38.962993, -77.026831, 38.963212, -77.026817, 38.963369, -77.026808, 38.963491, -77.026800, 38.963541, -77.026797, 38.963703, -77.026784, 38.963828, -77.026775, 38.963920, -77.026767, 38.964492, -77.026714, 38.964662, -77.026698, 38.964876, -77.026679, 38.965100, -77.026657, 38.965225, -77.026645, 38.965301, -77.026638, 38.965834, -77.026591, 38.966093, -77.026568, 38.966307, -77.026551, 38.966532, -77.026534, 38.966696, -77.026521, 38.966885, -77.026502, 38.967220, -77.026468, 38.967285, -77.026461, 38.967415, -77.026451, 38.967488, -77.026444",2020-11-05 18:00:00,"other major road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=6204+8TH+ST+NW",250547,6201,"8TH STREET","NW","ANC 4B","Police Service Area 402","Ward 4","Cluster 17","Police District - Fourth District","Police Sector 4D1","1901","Precinct 59","SMD 4B04",20011,12413,"RESIDENTIAL"
"38.96641823","-77.02883719","FRC4","41","41","30","30","1","false","38.967606, -77.027469, 38.967421, -77.027779, 38.967401, -77.027814, 38.967323, -77.027864, 38.967279, -77.027925, 38.967261, -77.027944, 38.967210, -77.027995, 38.967154, -77.028042, 38.967126, -77.028062, 38.967091, -77.028088, 38.967025, -77.028132, 38.966787, -77.028281, 38.966730, -77.028320, 38.966544, -77.028448, 38.966412, -77.028530, 38.966327, -77.028589, 38.966109, -77.028741, 38.965911, -77.028907, 38.965875, -77.028939, 38.965405, -77.029354, 38.965226, -77.029541, 38.965006, -77.029733",2020-11-05 18:00:00,"local connecting road","http://citizenatlas.dc.gov/newwebservices/locationverifier.asmx/findLocation?str=6375+PINEY BRANCH+RD+NW",253251,6300,"PINEY BRANCH ROAD","NW","ANC 4A","Police Service Area 402","Ward 4","Cluster 17","Police District - Fourth District","Police Sector 4D1","1804","Precinct 60","SMC 4A04",20011,294,"RESIDENTIAL"
