"date","category_number","latitude","longitude","parameter_name","raw_concentration","AQI","location","agency","V10","V11","category","traffic_index_live","jams_delay","jams_length","jams_count","temp","pressure","humidity","temp_min","temp_max","weather_main","weather_description","wind_speed","wind_deg","sunrise","sunset","feels_like"
2020-11-01 01:00:00,1,38.894749,-76.953427,"PM2.5",9,33,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,29.3,4.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 01:00:00,1,38.894749,-76.953427,"NO2",15.47,14,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,29.3,4.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 01:00:00,1,38.970101,-77.016715,"NO2",10.99,9,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,29.3,4.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 01:00:00,1,38.921848,-77.013176,"OZONE",21.8,20,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,29.3,4.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 01:00:00,1,38.970101,-77.016715,"OZONE",19.3,20,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,29.3,4.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.895683,-76.958089,"NO2",7.22,7,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.894749,-76.953427,"NO2",10.32,9,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.875161,-77.012816,"PM2.5",4,16,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.859402,-77.058899,"NO2",5.3,5,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.921848,-77.013176,"NO2",10.55,9,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.895683,-76.958089,"OZONE",26.1,21,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.970101,-77.016715,"OZONE",17.8,18,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.921848,-77.013176,"OZONE",23.7,22,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.895683,-76.958089,"PM2.5",3,18,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.894749,-76.953427,"PM2.5",8,33,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.970101,-77.016715,"NO2",12.49,11,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.859402,-77.058899,"OZONE",23,21,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.921848,-77.013176,"PM2.5",10,41,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 02:00:00,1,38.921848,-77.013176,"SO2",0.916,0,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,30.1,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.894749,-76.953427,"PM2.5",8,33,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.894749,-76.953427,"NO2",8.56,8,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.895683,-76.958089,"NO2",7.25,7,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.921848,-77.013176,"SO2",1.053,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.970101,-77.016715,"OZONE",21.6,19,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.895683,-76.958089,"PM2.5",3,15,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.895683,-76.958089,"OZONE",24.7,21,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.921848,-77.013176,"NO2",9.37,8,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.859402,-77.058899,"OZONE",23,21,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.859402,-77.058899,"NO2",4.1,4,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.875161,-77.012816,"PM2.5",4,16,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.921848,-77.013176,"PM2.5",10,41,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.921848,-77.013176,"OZONE",24,22,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 03:00:00,1,38.970101,-77.016715,"NO2",8.51,8,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,13.4,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.895683,-76.958089,"OZONE",24,22,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.921848,-77.013176,"OZONE",23.9,21,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.921848,-77.013176,"SO2",0.861,0,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.894749,-76.953427,"PM2.5",5,27,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.859402,-77.058899,"NO2",3.3,3,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.921848,-77.013176,"NO2",7.8,7,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.970101,-77.016715,"OZONE",20.2,17,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.970101,-77.016715,"NO2",9.06,8,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.895683,-76.958089,"PM2.5",5,18,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.921848,-77.013176,"PM2.5",7,35,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.895683,-76.958089,"NO2",6.95,6,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.875161,-77.012816,"PM2.5",4,16,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.894749,-76.953427,"NO2",11.1,10,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 04:00:00,1,38.859402,-77.058899,"OZONE",22,20,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,26,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.921848,-77.013176,"SO2",0.841,0,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.921848,-77.013176,"NO2",5.94,5,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.970101,-77.016715,"NO2",6.25,6,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.970101,-77.016715,"OZONE",22.7,19,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.859402,-77.058899,"OZONE",19,19,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.921848,-77.013176,"PM2.5",7,32,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.895683,-76.958089,"NO2",6.08,6,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.894749,-76.953427,"NO2",8.56,8,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.859402,-77.058899,"NO2",4.7,4,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.894749,-76.953427,"PM2.5",7,28,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.921848,-77.013176,"OZONE",24.4,22,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.895683,-76.958089,"OZONE",25,23,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.895683,-76.958089,"PM2.5",3,15,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 05:00:00,1,38.875161,-77.012816,"PM2.5",6,20,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,18.6,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.895683,-76.958089,"PM2.5",7,22,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.894749,-76.953427,"PM2.5",2,18,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.921848,-77.013176,"PM2.5",6,28,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.970101,-77.016715,"NO2",4.35,4,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.894749,-76.953427,"NO2",5.87,5,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.921848,-77.013176,"NO2",5.59,5,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.895683,-76.958089,"OZONE",27.6,25,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.859402,-77.058899,"OZONE",21,19,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.875161,-77.012816,"PM2.5",2,14,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.921848,-77.013176,"SO2",0.52,0,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.921848,-77.013176,"OZONE",25.7,23,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.859402,-77.058899,"NO2",3.5,3,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.895683,-76.958089,"NO2",4.6,4,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 06:00:00,1,38.970101,-77.016715,"OZONE",25.5,21,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,3.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.921848,-77.013176,"OZONE",25.7,22,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.970101,-77.016715,"OZONE",24.7,21,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.970101,-77.016715,"NO2",5.11,5,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.895683,-76.958089,"OZONE",25.1,21,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.875161,-77.012816,"PM2.5",7,22,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.895683,-76.958089,"NO2",7.23,7,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.895683,-76.958089,"PM2.5",4,19,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.921848,-77.013176,"SO2",0.474,0,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.894749,-76.953427,"PM2.5",4,17,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.921848,-77.013176,"NO2",5.6,5,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.859402,-77.058899,"OZONE",22,19,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.894749,-76.953427,"NO2",7.09,7,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.921848,-77.013176,"PM2.5",3,20,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 07:00:00,1,38.859402,-77.058899,"NO2",3.2,3,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,10.8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.921848,-77.013176,"NO2",6.44,6,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.859402,-77.058899,"OZONE",23,19,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.894749,-76.953427,"PM2.5",4,17,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.875161,-77.012816,"PM2.5",1,13,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.921848,-77.013176,"PM2.5",4,18,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.970101,-77.016715,"OZONE",23.2,20,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.895683,-76.958089,"PM2.5",2,14,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.921848,-77.013176,"OZONE",24.8,22,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.921848,-77.013176,"SO2",0.435,0,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.894749,-76.953427,"NO2",5.24,5,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.859402,-77.058899,"NO2",3.1,3,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.895683,-76.958089,"OZONE",25.5,23,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.970101,-77.016715,"NO2",5.73,5,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 08:00:00,1,38.895683,-76.958089,"NO2",5.96,5,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,22.7,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.921848,-77.013176,"NO2",5.74,5,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.921848,-77.013176,"OZONE",25.4,23,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.875161,-77.012816,"PM2.5",2,10,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.970101,-77.016715,"NO2",4.27,4,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.921848,-77.013176,"PM2.5",4,18,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.895683,-76.958089,"OZONE",25.3,22,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.921848,-77.013176,"SO2",0.588,0,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01 09:00:00,1,38.859402,-77.058899,"NO2",3.3,3,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",5,64.1,10.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
